I_min,R_min,A_min,I_max,R_max,A_max,class,exp
2.0,203.0,18.0,17.0,1298.0,51.0,dirt,4
1.0,125.0,21.0,16.0,1214.0,50.0,dirt,4
2.0,192.0,15.0,13.0,987.0,50.0,dirt,4
2.0,185.0,19.0,10.0,789.0,53.0,dirt,4
2.0,194.0,14.0,12.0,931.0,53.0,dirt,4
2.0,207.0,15.0,15.0,1157.0,50.0,dirt,4
2.0,191.0,16.0,12.0,937.0,62.0,dirt,4
2.0,199.0,15.0,19.0,1437.0,53.0,dirt,4
2.0,198.0,21.0,18.0,1357.0,52.0,dirt,4
2.0,194.0,18.0,13.0,1009.0,51.0,dirt,4
2.0,190.0,17.0,18.0,1368.0,48.0,dirt,4
2.0,200.0,14.0,19.0,1430.0,48.0,dirt,4
3.0,263.0,16.0,15.0,1156.0,50.0,dirt,4
2.0,192.0,18.0,17.0,1295.0,46.0,dirt,4
2.0,188.0,15.0,13.0,1012.0,48.0,dirt,4
2.0,192.0,14.0,15.0,1145.0,49.0,dirt,4
2.0,184.0,14.0,14.0,1088.0,52.0,dirt,4
2.0,187.0,21.0,16.0,1256.0,52.0,dirt,4
3.0,263.0,22.0,11.0,866.0,61.0,dirt,4
2.0,192.0,17.0,16.0,1226.0,51.0,dirt,4
1.0,127.0,12.0,16.0,1202.0,57.0,dirt,4
1.0,129.0,20.0,17.0,1307.0,46.0,dirt,4
2.0,189.0,17.0,20.0,1511.0,50.0,dirt,4
2.0,204.0,20.0,13.0,1022.0,51.0,dirt,4
1.0,125.0,17.0,14.0,1082.0,50.0,dirt,4
2.0,192.0,18.0,20.0,1502.0,50.0,dirt,4
2.0,190.0,19.0,18.0,1357.0,52.0,dirt,4
2.0,188.0,17.0,15.0,1164.0,56.0,dirt,4
2.0,199.0,19.0,17.0,1309.0,50.0,dirt,4
1.0,132.0,19.0,18.0,1397.0,51.0,dirt,4
2.0,195.0,15.0,17.0,1308.0,46.0,dirt,4
2.0,189.0,17.0,18.0,1382.0,55.0,dirt,4
1.0,119.0,19.0,17.0,1267.0,56.0,dirt,4
2.0,199.0,17.0,15.0,1165.0,52.0,dirt,4
2.0,186.0,20.0,19.0,1449.0,59.0,dirt,4
1.0,119.0,22.0,14.0,1068.0,50.0,dirt,4
1.0,121.0,17.0,19.0,1439.0,54.0,dirt,4
2.0,199.0,18.0,15.0,1140.0,52.0,dirt,4
2.0,204.0,16.0,14.0,1084.0,53.0,dirt,4
2.0,186.0,19.0,15.0,1153.0,55.0,dirt,4
2.0,195.0,19.0,14.0,1086.0,53.0,dirt,4
1.0,114.0,19.0,15.0,1137.0,50.0,dirt,4
2.0,187.0,19.0,15.0,1178.0,53.0,dirt,4
1.0,125.0,17.0,16.0,1210.0,48.0,dirt,4
2.0,189.0,20.0,17.0,1298.0,51.0,dirt,4
2.0,190.0,19.0,16.0,1237.0,62.0,dirt,4
2.0,190.0,18.0,13.0,1002.0,51.0,dirt,4
2.0,194.0,21.0,15.0,1137.0,53.0,dirt,4
1.0,128.0,18.0,15.0,1148.0,54.0,dirt,4
2.0,192.0,20.0,14.0,1088.0,50.0,dirt,4
2.0,196.0,15.0,16.0,1234.0,49.0,dirt,4
2.0,193.0,20.0,18.0,1378.0,49.0,dirt,4
2.0,192.0,17.0,17.0,1300.0,55.0,dirt,4
2.0,186.0,12.0,14.0,1080.0,54.0,dirt,4
2.0,202.0,18.0,14.0,1060.0,49.0,dirt,4
2.0,190.0,17.0,16.0,1225.0,58.0,dirt,4
2.0,188.0,18.0,15.0,1151.0,55.0,dirt,4
3.0,271.0,16.0,14.0,1087.0,49.0,dirt,4
2.0,190.0,17.0,13.0,997.0,46.0,dirt,4
2.0,186.0,17.0,17.0,1266.0,53.0,dirt,4
2.0,185.0,18.0,19.0,1422.0,47.0,dirt,4
1.0,121.0,16.0,17.0,1309.0,58.0,dirt,4
2.0,189.0,15.0,16.0,1228.0,48.0,dirt,4
2.0,189.0,18.0,16.0,1229.0,44.0,dirt,4
2.0,189.0,18.0,16.0,1225.0,47.0,dirt,4
1.0,130.0,19.0,13.0,1010.0,50.0,dirt,4
2.0,185.0,14.0,14.0,1071.0,43.0,dirt,4
1.0,122.0,26.0,13.0,1006.0,51.0,dirt,4
2.0,193.0,19.0,15.0,1159.0,54.0,dirt,4
2.0,189.0,20.0,15.0,1144.0,57.0,dirt,4
2.0,192.0,19.0,15.0,1138.0,58.0,dirt,4
2.0,187.0,21.0,19.0,1465.0,49.0,dirt,4
1.0,124.0,17.0,16.0,1232.0,52.0,dirt,4
1.0,118.0,16.0,12.0,939.0,59.0,dirt,4
2.0,199.0,14.0,18.0,1360.0,47.0,dirt,4
2.0,192.0,14.0,18.0,1386.0,48.0,dirt,4
2.0,201.0,17.0,15.0,1156.0,48.0,dirt,4
1.0,121.0,18.0,15.0,1164.0,58.0,dirt,4
2.0,193.0,15.0,16.0,1227.0,55.0,dirt,4
2.0,190.0,18.0,19.0,1448.0,51.0,dirt,4
2.0,185.0,20.0,14.0,1082.0,59.0,dirt,4
2.0,197.0,20.0,17.0,1270.0,48.0,dirt,4
3.0,267.0,13.0,14.0,1099.0,50.0,dirt,4
2.0,184.0,19.0,15.0,1136.0,55.0,dirt,4
2.0,188.0,20.0,16.0,1232.0,51.0,dirt,4
2.0,193.0,20.0,15.0,1142.0,47.0,dirt,4
2.0,193.0,22.0,18.0,1379.0,57.0,dirt,4
2.0,195.0,22.0,15.0,1170.0,52.0,dirt,4
3.0,263.0,16.0,14.0,1096.0,43.0,dirt,4
1.0,125.0,17.0,14.0,1104.0,47.0,dirt,4
2.0,182.0,16.0,18.0,1369.0,50.0,dirt,4
3.0,259.0,18.0,14.0,1060.0,56.0,dirt,4
1.0,130.0,18.0,15.0,1166.0,51.0,dirt,4
2.0,186.0,15.0,19.0,1467.0,47.0,dirt,4
1.0,130.0,16.0,16.0,1227.0,51.0,dirt,4
1.0,124.0,15.0,15.0,1168.0,49.0,dirt,4
2.0,193.0,14.0,16.0,1210.0,53.0,dirt,4
2.0,197.0,18.0,15.0,1143.0,47.0,dirt,4
2.0,194.0,17.0,14.0,1082.0,55.0,dirt,4
2.0,192.0,18.0,14.0,1099.0,49.0,dirt,4
1.0,117.0,18.0,16.0,1222.0,52.0,dirt,4
1.0,131.0,22.0,18.0,1384.0,51.0,dirt,4
1.0,125.0,17.0,16.0,1234.0,53.0,dirt,4
1.0,121.0,20.0,17.0,1300.0,49.0,dirt,4
1.0,133.0,17.0,18.0,1356.0,49.0,dirt,4
1.0,122.0,15.0,20.0,1522.0,52.0,dirt,4
1.0,119.0,16.0,15.0,1155.0,49.0,dirt,4
2.0,191.0,19.0,15.0,1156.0,49.0,dirt,4
3.0,264.0,17.0,18.0,1398.0,49.0,dirt,4
2.0,184.0,15.0,17.0,1306.0,51.0,dirt,4
2.0,192.0,18.0,14.0,1085.0,51.0,dirt,4
2.0,194.0,18.0,13.0,996.0,55.0,dirt,4
2.0,193.0,19.0,11.0,869.0,48.0,dirt,4
2.0,189.0,19.0,13.0,1009.0,49.0,dirt,4
1.0,127.0,20.0,13.0,994.0,45.0,dirt,4
2.0,187.0,18.0,17.0,1309.0,48.0,dirt,4
2.0,190.0,16.0,17.0,1304.0,52.0,dirt,4
2.0,189.0,20.0,16.0,1225.0,53.0,dirt,4
2.0,189.0,21.0,17.0,1298.0,47.0,dirt,4
2.0,184.0,19.0,18.0,1348.0,57.0,dirt,4
2.0,193.0,18.0,14.0,1061.0,50.0,dirt,4
2.0,192.0,17.0,17.0,1260.0,48.0,dirt,4
2.0,189.0,14.0,19.0,1454.0,48.0,dirt,4
2.0,190.0,22.0,15.0,1154.0,52.0,dirt,4
2.0,189.0,16.0,16.0,1213.0,51.0,dirt,4
2.0,197.0,21.0,15.0,1154.0,48.0,dirt,4
2.0,194.0,15.0,15.0,1155.0,51.0,dirt,4
1.0,119.0,14.0,17.0,1294.0,60.0,dirt,4
2.0,193.0,18.0,15.0,1153.0,54.0,dirt,4
2.0,188.0,20.0,16.0,1231.0,46.0,dirt,4
2.0,192.0,16.0,14.0,1082.0,58.0,dirt,4
2.0,193.0,17.0,16.0,1197.0,52.0,dirt,4
2.0,183.0,17.0,17.0,1298.0,51.0,dirt,4
2.0,190.0,21.0,15.0,1141.0,58.0,dirt,4
3.0,261.0,15.0,19.0,1462.0,50.0,dirt,4
1.0,121.0,15.0,13.0,1006.0,55.0,dirt,4
1.0,126.0,20.0,14.0,1074.0,51.0,dirt,4
1.0,126.0,16.0,19.0,1442.0,64.0,dirt,4
1.0,126.0,19.0,19.0,1464.0,50.0,dirt,4
2.0,189.0,18.0,16.0,1228.0,51.0,dirt,4
2.0,184.0,15.0,20.0,1515.0,55.0,dirt,4
3.0,253.0,16.0,14.0,1085.0,51.0,dirt,4
1.0,115.0,17.0,16.0,1221.0,59.0,dirt,4
3.0,254.0,20.0,15.0,1140.0,57.0,dirt,4
2.0,182.0,20.0,16.0,1221.0,55.0,dirt,4
1.0,120.0,18.0,15.0,1158.0,48.0,dirt,4
2.0,192.0,19.0,15.0,1164.0,57.0,dirt,4
2.0,199.0,19.0,13.0,997.0,55.0,dirt,4
2.0,175.0,17.0,14.0,1086.0,59.0,dirt,4
1.0,119.0,19.0,16.0,1222.0,53.0,dirt,4
3.0,263.0,16.0,16.0,1209.0,48.0,dirt,4
2.0,195.0,19.0,15.0,1158.0,56.0,dirt,4
1.0,128.0,18.0,15.0,1143.0,56.0,dirt,4
2.0,189.0,22.0,17.0,1293.0,62.0,dirt,4
2.0,185.0,21.0,17.0,1317.0,46.0,dirt,4
1.0,124.0,20.0,17.0,1292.0,52.0,dirt,4
2.0,188.0,19.0,14.0,1061.0,50.0,dirt,4
3.0,259.0,21.0,18.0,1383.0,52.0,dirt,4
2.0,206.0,16.0,14.0,1083.0,60.0,dirt,4
2.0,186.0,17.0,15.0,1142.0,55.0,dirt,4
1.0,137.0,20.0,16.0,1239.0,54.0,dirt,4
1.0,124.0,18.0,17.0,1308.0,59.0,dirt,4
0.0,65.0,16.0,12.0,947.0,47.0,dirt,4
1.0,122.0,17.0,14.0,1079.0,55.0,dirt,4
3.0,269.0,15.0,17.0,1309.0,56.0,dirt,4
2.0,193.0,19.0,14.0,1086.0,49.0,dirt,4
2.0,200.0,11.0,16.0,1240.0,55.0,dirt,4
2.0,189.0,20.0,16.0,1236.0,55.0,dirt,4
1.0,133.0,18.0,13.0,1022.0,51.0,dirt,4
2.0,195.0,19.0,14.0,1098.0,52.0,dirt,4
3.0,255.0,18.0,17.0,1308.0,52.0,dirt,4
1.0,134.0,18.0,18.0,1362.0,58.0,dirt,4
3.0,267.0,18.0,18.0,1371.0,48.0,dirt,4
2.0,193.0,15.0,18.0,1363.0,48.0,dirt,4
2.0,194.0,19.0,14.0,1081.0,49.0,dirt,4
1.0,133.0,16.0,18.0,1377.0,49.0,dirt,4
2.0,189.0,19.0,16.0,1223.0,57.0,dirt,4
2.0,198.0,15.0,15.0,1163.0,55.0,dirt,4
2.0,204.0,19.0,15.0,1149.0,46.0,dirt,4
2.0,212.0,19.0,17.0,1306.0,53.0,dirt,4
2.0,187.0,22.0,14.0,1084.0,56.0,dirt,4
2.0,194.0,15.0,17.0,1319.0,58.0,dirt,4
1.0,133.0,20.0,18.0,1357.0,54.0,dirt,4
2.0,185.0,21.0,16.0,1225.0,51.0,dirt,4
2.0,195.0,16.0,14.0,1100.0,50.0,dirt,4
1.0,125.0,23.0,15.0,1131.0,50.0,dirt,4
2.0,206.0,17.0,16.0,1216.0,54.0,dirt,4
2.0,194.0,15.0,13.0,1005.0,52.0,dirt,4
2.0,193.0,16.0,14.0,1088.0,50.0,dirt,4
2.0,203.0,15.0,16.0,1214.0,47.0,dirt,4
2.0,188.0,19.0,20.0,1522.0,50.0,dirt,4
2.0,191.0,15.0,14.0,1067.0,51.0,dirt,4
2.0,188.0,20.0,14.0,1104.0,49.0,dirt,4
2.0,198.0,22.0,14.0,1079.0,48.0,dirt,4
2.0,190.0,16.0,17.0,1311.0,53.0,dirt,4
2.0,196.0,18.0,20.0,1517.0,50.0,dirt,4
2.0,190.0,16.0,17.0,1284.0,55.0,dirt,4
1.0,121.0,17.0,17.0,1314.0,49.0,dirt,4
2.0,182.0,22.0,15.0,1166.0,63.0,dirt,4
2.0,199.0,16.0,15.0,1149.0,49.0,dirt,4
2.0,200.0,16.0,16.0,1233.0,56.0,dirt,4
2.0,186.0,18.0,16.0,1197.0,61.0,dirt,4
1.0,117.0,18.0,13.0,1002.0,51.0,dirt,4
2.0,192.0,17.0,17.0,1292.0,50.0,dirt,4
2.0,199.0,21.0,15.0,1151.0,51.0,dirt,4
2.0,188.0,20.0,16.0,1224.0,48.0,dirt,4
2.0,190.0,18.0,13.0,1014.0,53.0,dirt,4
2.0,208.0,16.0,16.0,1224.0,53.0,dirt,4
1.0,131.0,20.0,15.0,1142.0,50.0,dirt,4
3.0,266.0,20.0,19.0,1435.0,49.0,dirt,4
2.0,187.0,16.0,18.0,1372.0,49.0,dirt,4
1.0,124.0,21.0,16.0,1227.0,53.0,dirt,4
1.0,129.0,17.0,15.0,1176.0,50.0,dirt,4
2.0,200.0,17.0,14.0,1071.0,56.0,dirt,4
2.0,193.0,16.0,16.0,1224.0,46.0,dirt,4
2.0,191.0,15.0,14.0,1069.0,53.0,dirt,4
2.0,186.0,18.0,17.0,1337.0,49.0,dirt,4
2.0,195.0,17.0,16.0,1230.0,47.0,dirt,4
2.0,190.0,17.0,15.0,1165.0,59.0,dirt,4
2.0,201.0,15.0,19.0,1458.0,50.0,dirt,4
2.0,181.0,23.0,18.0,1385.0,53.0,dirt,4
2.0,196.0,20.0,15.0,1145.0,47.0,dirt,4
2.0,201.0,18.0,17.0,1320.0,54.0,dirt,4
2.0,191.0,18.0,14.0,1088.0,52.0,dirt,4
1.0,123.0,15.0,15.0,1158.0,55.0,dirt,4
1.0,127.0,16.0,15.0,1156.0,50.0,dirt,4
2.0,190.0,17.0,19.0,1470.0,52.0,dirt,4
3.0,256.0,18.0,17.0,1299.0,54.0,dirt,4
2.0,184.0,17.0,14.0,1067.0,50.0,dirt,4
1.0,131.0,15.0,14.0,1065.0,55.0,dirt,4
2.0,199.0,14.0,18.0,1376.0,45.0,dirt,4
2.0,195.0,14.0,14.0,1081.0,48.0,dirt,4
2.0,186.0,14.0,13.0,1000.0,46.0,dirt,4
1.0,121.0,17.0,16.0,1212.0,51.0,dirt,4
2.0,186.0,17.0,12.0,949.0,49.0,dirt,4
2.0,193.0,22.0,18.0,1380.0,51.0,dirt,4
2.0,192.0,17.0,16.0,1227.0,47.0,dirt,4
2.0,197.0,15.0,14.0,1080.0,63.0,dirt,4
2.0,189.0,20.0,15.0,1151.0,54.0,dirt,4
2.0,196.0,18.0,17.0,1311.0,50.0,dirt,4
2.0,188.0,17.0,16.0,1228.0,52.0,dirt,4
1.0,127.0,18.0,17.0,1301.0,50.0,dirt,4
2.0,200.0,20.0,15.0,1129.0,52.0,dirt,4
2.0,206.0,18.0,14.0,1081.0,59.0,dirt,4
3.0,273.0,15.0,14.0,1072.0,53.0,dirt,4
2.0,180.0,19.0,21.0,1603.0,61.0,dirt,4
2.0,205.0,19.0,16.0,1228.0,53.0,dirt,4
1.0,121.0,20.0,18.0,1364.0,67.0,dirt,4
2.0,186.0,11.0,15.0,1167.0,50.0,dirt,4
2.0,193.0,17.0,14.0,1089.0,52.0,dirt,4
1.0,127.0,18.0,19.0,1465.0,57.0,dirt,4
2.0,184.0,17.0,19.0,1446.0,55.0,dirt,4
2.0,190.0,18.0,17.0,1315.0,57.0,dirt,4
3.0,257.0,16.0,16.0,1217.0,55.0,dirt,4
2.0,195.0,16.0,17.0,1284.0,49.0,dirt,4
2.0,201.0,17.0,14.0,1096.0,53.0,dirt,4
2.0,185.0,19.0,21.0,1604.0,51.0,dirt,4
3.0,272.0,20.0,18.0,1391.0,51.0,dirt,4
2.0,191.0,20.0,14.0,1069.0,57.0,dirt,4
2.0,195.0,15.0,14.0,1094.0,51.0,dirt,4
2.0,194.0,18.0,16.0,1231.0,49.0,dirt,4
1.0,116.0,20.0,16.0,1227.0,55.0,dirt,4
1.0,114.0,11.0,18.0,1384.0,54.0,dirt,4
2.0,197.0,14.0,14.0,1082.0,58.0,dirt,4
2.0,196.0,19.0,18.0,1396.0,62.0,dirt,4
2.0,204.0,21.0,19.0,1462.0,54.0,dirt,4
2.0,191.0,14.0,19.0,1441.0,53.0,dirt,4
2.0,197.0,19.0,16.0,1221.0,50.0,dirt,4
2.0,207.0,15.0,19.0,1463.0,50.0,dirt,4
2.0,187.0,15.0,13.0,1028.0,57.0,dirt,4
2.0,191.0,20.0,20.0,1514.0,51.0,dirt,4
2.0,191.0,17.0,14.0,1090.0,47.0,dirt,4
2.0,193.0,16.0,16.0,1215.0,59.0,dirt,4
2.0,187.0,16.0,16.0,1236.0,46.0,dirt,4
2.0,195.0,17.0,18.0,1364.0,50.0,dirt,4
1.0,131.0,17.0,19.0,1447.0,49.0,dirt,4
2.0,190.0,10.0,16.0,1205.0,49.0,dirt,4
1.0,133.0,17.0,15.0,1147.0,49.0,dirt,4
1.0,125.0,12.0,14.0,1095.0,50.0,dirt,4
1.0,126.0,19.0,20.0,1513.0,51.0,dirt,4
1.0,118.0,16.0,18.0,1368.0,49.0,dirt,4
1.0,124.0,20.0,15.0,1155.0,49.0,dirt,4
3.0,262.0,15.0,16.0,1233.0,48.0,dirt,4
2.0,196.0,21.0,17.0,1301.0,50.0,dirt,4
2.0,197.0,19.0,16.0,1234.0,48.0,dirt,4
3.0,264.0,8.0,18.0,1354.0,52.0,dirt,4
2.0,193.0,17.0,16.0,1222.0,49.0,dirt,4
2.0,193.0,16.0,14.0,1095.0,63.0,dirt,4
2.0,191.0,17.0,16.0,1229.0,53.0,dirt,4
1.0,126.0,22.0,15.0,1156.0,54.0,dirt,4
2.0,186.0,16.0,19.0,1484.0,50.0,dirt,4
2.0,191.0,17.0,16.0,1214.0,52.0,dirt,4
1.0,129.0,20.0,22.0,1665.0,53.0,dirt,4
2.0,196.0,18.0,14.0,1086.0,48.0,dirt,4
3.0,265.0,16.0,15.0,1156.0,56.0,dirt,4
2.0,191.0,15.0,17.0,1309.0,51.0,dirt,4
2.0,192.0,16.0,15.0,1169.0,51.0,dirt,4
2.0,184.0,17.0,12.0,947.0,55.0,dirt,4
2.0,194.0,18.0,16.0,1233.0,49.0,dirt,4
2.0,191.0,15.0,16.0,1219.0,50.0,dirt,4
2.0,191.0,18.0,17.0,1282.0,50.0,dirt,4
2.0,205.0,17.0,17.0,1309.0,51.0,dirt,4
2.0,189.0,22.0,15.0,1160.0,54.0,dirt,4
2.0,196.0,18.0,15.0,1153.0,51.0,dirt,4
2.0,197.0,18.0,20.0,1532.0,53.0,dirt,4
2.0,194.0,16.0,17.0,1304.0,61.0,dirt,4
2.0,201.0,18.0,18.0,1373.0,50.0,dirt,4
2.0,195.0,19.0,16.0,1235.0,54.0,dirt,4
1.0,121.0,20.0,21.0,1616.0,54.0,dirt,4
1.0,119.0,17.0,17.0,1301.0,56.0,dirt,4
2.0,188.0,21.0,13.0,1018.0,55.0,dirt,4
2.0,192.0,18.0,13.0,1002.0,55.0,dirt,4
2.0,184.0,19.0,19.0,1459.0,52.0,dirt,4
2.0,195.0,15.0,13.0,1016.0,49.0,dirt,4
3.0,262.0,20.0,19.0,1466.0,51.0,dirt,4
1.0,126.0,18.0,15.0,1143.0,50.0,dirt,4
1.0,118.0,17.0,16.0,1226.0,56.0,dirt,4
2.0,190.0,13.0,15.0,1146.0,53.0,dirt,4
1.0,128.0,21.0,18.0,1381.0,50.0,dirt,4
2.0,191.0,17.0,16.0,1218.0,53.0,dirt,4
2.0,193.0,20.0,15.0,1151.0,51.0,dirt,4
2.0,184.0,17.0,15.0,1157.0,53.0,dirt,4
2.0,197.0,19.0,12.0,916.0,54.0,dirt,4
1.0,134.0,17.0,19.0,1455.0,55.0,dirt,4
2.0,187.0,21.0,16.0,1228.0,48.0,dirt,4
2.0,189.0,22.0,17.0,1292.0,58.0,dirt,4
1.0,118.0,16.0,14.0,1087.0,53.0,dirt,4
2.0,207.0,13.0,19.0,1466.0,55.0,dirt,4
2.0,182.0,22.0,15.0,1160.0,49.0,dirt,4
1.0,129.0,14.0,19.0,1449.0,46.0,dirt,4
2.0,196.0,18.0,14.0,1099.0,54.0,dirt,4
2.0,193.0,20.0,17.0,1290.0,51.0,dirt,4
2.0,193.0,17.0,17.0,1297.0,43.0,dirt,4
2.0,196.0,17.0,16.0,1208.0,54.0,dirt,4
2.0,195.0,19.0,15.0,1162.0,50.0,dirt,4
2.0,190.0,13.0,13.0,1012.0,61.0,dirt,4
2.0,205.0,19.0,14.0,1054.0,56.0,dirt,4
3.0,266.0,17.0,16.0,1240.0,53.0,dirt,4
2.0,189.0,22.0,15.0,1161.0,52.0,dirt,4
2.0,193.0,18.0,15.0,1135.0,47.0,dirt,4
2.0,189.0,15.0,16.0,1217.0,53.0,dirt,4
2.0,196.0,15.0,20.0,1492.0,45.0,dirt,4
2.0,200.0,18.0,14.0,1086.0,50.0,dirt,4
2.0,190.0,19.0,13.0,1010.0,54.0,dirt,4
2.0,186.0,17.0,17.0,1288.0,50.0,dirt,4
2.0,203.0,18.0,23.0,1753.0,53.0,dirt,4
1.0,118.0,17.0,18.0,1377.0,57.0,dirt,4
2.0,191.0,17.0,17.0,1283.0,55.0,dirt,4
3.0,265.0,16.0,19.0,1454.0,50.0,dirt,4
1.0,120.0,20.0,15.0,1143.0,50.0,dirt,4
2.0,197.0,15.0,256.0,18932.0,132.0,dirt_05,1
2.0,205.0,5.0,252.0,18697.0,120.0,dirt_05,1
2.0,192.0,11.0,242.0,17928.0,137.0,dirt_05,1
2.0,194.0,6.0,258.0,19047.0,138.0,dirt_05,1
2.0,212.0,5.0,239.0,17670.0,128.0,dirt_05,1
1.0,129.0,7.0,246.0,18244.0,145.0,dirt_05,1
2.0,207.0,0.0,256.0,18959.0,113.0,dirt_05,1
2.0,197.0,17.0,237.0,17505.0,139.0,dirt_05,1
2.0,193.0,3.0,244.0,18068.0,125.0,dirt_05,1
2.0,190.0,18.0,252.0,18634.0,137.0,dirt_05,1
3.0,279.0,17.0,242.0,17934.0,133.0,dirt_05,1
1.0,131.0,10.0,249.0,18388.0,123.0,dirt_05,1
2.0,201.0,4.0,245.0,18181.0,131.0,dirt_05,1
1.0,130.0,16.0,248.0,18366.0,133.0,dirt_05,1
2.0,195.0,2.0,250.0,18575.0,138.0,dirt_05,1
1.0,134.0,16.0,250.0,18543.0,143.0,dirt_05,1
1.0,130.0,14.0,248.0,18359.0,130.0,dirt_05,1
2.0,208.0,2.0,244.0,18025.0,143.0,dirt_05,1
3.0,270.0,14.0,248.0,18313.0,131.0,dirt_05,1
1.0,129.0,9.0,242.0,17915.0,131.0,dirt_05,1
1.0,130.0,3.0,249.0,18545.0,131.0,dirt_05,1
1.0,137.0,12.0,249.0,18432.0,131.0,dirt_05,1
2.0,205.0,9.0,244.0,18107.0,137.0,dirt_05,1
2.0,208.0,5.0,261.0,19355.0,137.0,dirt_05,1
3.0,276.0,19.0,262.0,19467.0,131.0,dirt_05,1
2.0,197.0,15.0,262.0,19330.0,122.0,dirt_05,1
3.0,268.0,13.0,245.0,18183.0,127.0,dirt_05,1
3.0,273.0,9.0,239.0,17692.0,139.0,dirt_05,1
1.0,128.0,4.0,247.0,18285.0,137.0,dirt_05,1
3.0,269.0,0.0,249.0,18359.0,131.0,dirt_05,1
2.0,193.0,14.0,244.0,18117.0,145.0,dirt_05,1
2.0,195.0,18.0,257.0,19033.0,150.0,dirt_05,1
5.0,415.0,5.0,253.0,18842.0,126.0,dirt_05,1
4.0,343.0,4.0,242.0,17864.0,130.0,dirt_05,1
2.0,209.0,12.0,244.0,18107.0,118.0,dirt_05,1
3.0,273.0,4.0,241.0,17968.0,133.0,dirt_05,1
2.0,205.0,13.0,241.0,17878.0,139.0,dirt_05,1
2.0,210.0,15.0,244.0,18071.0,143.0,dirt_05,1
1.0,143.0,11.0,242.0,17942.0,128.0,dirt_05,1
3.0,274.0,4.0,251.0,18560.0,126.0,dirt_05,1
1.0,129.0,11.0,256.0,18992.0,123.0,dirt_05,1
2.0,187.0,9.0,243.0,17958.0,136.0,dirt_05,1
2.0,207.0,9.0,254.0,18820.0,141.0,dirt_05,1
5.0,427.0,17.0,237.0,17506.0,138.0,dirt_05,1
3.0,271.0,6.0,245.0,18147.0,126.0,dirt_05,1
1.0,133.0,12.0,258.0,19116.0,128.0,dirt_05,1
4.0,345.0,13.0,248.0,18415.0,141.0,dirt_05,1
3.0,269.0,15.0,253.0,18790.0,127.0,dirt_05,1
1.0,129.0,3.0,263.0,19438.0,120.0,dirt_05,1
2.0,202.0,11.0,247.0,18279.0,117.0,dirt_05,1
1.0,129.0,17.0,255.0,18982.0,137.0,dirt_05,1
3.0,267.0,7.0,249.0,18474.0,142.0,dirt_05,1
2.0,202.0,8.0,252.0,18638.0,132.0,dirt_05,1
1.0,128.0,17.0,251.0,18562.0,142.0,dirt_05,1
2.0,201.0,6.0,246.0,18242.0,127.0,dirt_05,1
1.0,134.0,19.0,244.0,18121.0,131.0,dirt_05,1
1.0,130.0,16.0,253.0,18715.0,156.0,dirt_05,1
4.0,334.0,11.0,244.0,18056.0,131.0,dirt_05,1
1.0,126.0,17.0,251.0,18618.0,132.0,dirt_05,1
3.0,272.0,11.0,251.0,18599.0,134.0,dirt_05,1
2.0,199.0,7.0,250.0,18545.0,130.0,dirt_05,1
1.0,126.0,2.0,247.0,18330.0,120.0,dirt_05,1
2.0,195.0,4.0,240.0,17790.0,133.0,dirt_05,1
2.0,211.0,11.0,252.0,18655.0,135.0,dirt_05,1
2.0,186.0,20.0,238.0,17640.0,136.0,dirt_05,1
1.0,134.0,14.0,269.0,19946.0,140.0,dirt_05,1
4.0,356.0,10.0,261.0,19336.0,134.0,dirt_05,1
2.0,199.0,4.0,238.0,17737.0,140.0,dirt_05,1
2.0,210.0,19.0,245.0,18141.0,119.0,dirt_05,1
1.0,126.0,16.0,254.0,18801.0,127.0,dirt_05,1
1.0,135.0,9.0,263.0,19441.0,138.0,dirt_05,1
2.0,201.0,6.0,248.0,18319.0,117.0,dirt_05,1
1.0,123.0,6.0,252.0,18658.0,127.0,dirt_05,1
1.0,130.0,0.0,251.0,18626.0,131.0,dirt_05,1
4.0,328.0,17.0,253.0,18737.0,136.0,dirt_05,1
1.0,123.0,15.0,255.0,18903.0,127.0,dirt_05,1
1.0,135.0,14.0,256.0,18922.0,122.0,dirt_05,1
3.0,270.0,17.0,245.0,18126.0,148.0,dirt_05,1
3.0,282.0,12.0,250.0,18434.0,138.0,dirt_05,1
1.0,141.0,7.0,236.0,17443.0,131.0,dirt_05,1
1.0,125.0,10.0,247.0,18274.0,133.0,dirt_05,1
1.0,130.0,1.0,246.0,18302.0,121.0,dirt_05,1
2.0,197.0,9.0,241.0,17829.0,125.0,dirt_05,1
3.0,282.0,7.0,250.0,18548.0,135.0,dirt_05,1
2.0,203.0,10.0,249.0,18507.0,141.0,dirt_05,1
2.0,204.0,12.0,246.0,18170.0,139.0,dirt_05,1
1.0,132.0,11.0,237.0,17635.0,139.0,dirt_05,1
1.0,139.0,4.0,243.0,18023.0,134.0,dirt_05,1
1.0,128.0,16.0,241.0,17858.0,136.0,dirt_05,1
3.0,235.0,7.0,252.0,18640.0,140.0,dirt_05,1
3.0,259.0,5.0,250.0,18474.0,131.0,dirt_05,1
2.0,203.0,3.0,253.0,18734.0,122.0,dirt_05,1
2.0,199.0,13.0,246.0,18142.0,113.0,dirt_05,1
2.0,195.0,17.0,243.0,18017.0,136.0,dirt_05,1
3.0,269.0,18.0,248.0,18325.0,129.0,dirt_05,1
